distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,port_congestion_index,predicted_delay_days
1542.2,15.4,28,Road,88.3,8.9,6.48
4048.6,68.8,21,Road,77.7,8.4,11.73
3339.4,20.1,24,Road,11.7,1.2,7.35
4375.0,13.3,35,Road,93.5,9.1,10.87
2697.8,50.9,20,Rail,52.2,6.8,7.23
1091.5,60.6,22,Air,74.2,6.2,5.77
1477.8,51.5,4,Rail,20.1,2.5,4.5
1442.7,59.3,16,Road,54.9,9.3,6.85
1472.6,10.8,21,Multimodal,33.0,0.2,5.97
3030.0,43.1,21,Sea,97.5,0.8,13.8
2391.0,32.5,11,Multimodal,47.4,1.5,8.78
1737.5,87.6,37,Rail,75.6,6.9,8.98
675.2,4.9,22,Road,60.3,6.2,3.77
104.5,27.2,20,Road,9.4,9.4,2.39
988.7,84.8,2,Sea,54.3,3.5,9.59
488.1,88.5,11,Road,54.0,3.5,6.2
3535.6,74.3,21,Road,71.6,6.7,10.84
510.7,7.3,33,Rail,32.2,1.7,3.68
3260.4,50.7,17,Rail,86.1,4.6,8.34
1738.5,36.3,36,Rail,62.3,0.2,6.49
334.8,72.7,14,Road,3.9,5.9,4.48
3658.2,5.4,37,Road,70.7,7.8,8.9
2610.4,18.1,31,Rail,90.7,2.0,6.92
1064.7,44.3,4,Multimodal,68.3,3.1,7.21
4026.6,14.6,6,Sea,38.0,1.3,12.92
208.4,62.5,21,Air,59.1,6.2,5.09
912.2,74.0,13,Sea,17.1,5.6,9.49
3385.5,63.6,38,Rail,60.1,8.3,9.24
3193.7,39.9,15,Road,50.1,9.7,8.38
1305.3,79.1,5,Rail,2.6,9.8,5.01
283.8,12.8,38,Rail,32.2,1.1,3.72
3862.1,23.8,24,Rail,19.1,5.5,6.61
1415.1,44.3,18,Rail,39.1,7.9,5.34
884.7,6.0,29,Rail,24.2,6.6,3.4
2324.7,9.1,32,Road,83.4,9.0,7.23
4096.5,36.1,7,Rail,69.8,4.4,7.57
200.7,85.0,30,Road,74.0,4.3,7.15
3447.3,81.8,38,Sea,36.1,0.3,15.46
2578.3,42.2,26,Road,0.3,0.2,6.81
1917.4,13.2,8,Road,21.9,6.9,4.26
3349.6,16.4,25,Road,75.5,4.7,8.24
4346.4,34.3,30,Rail,60.3,6.6,8.81
1035.3,19.3,24,Road,53.9,2.4,4.94
650.7,7.9,30,Road,28.1,8.6,3.82
4108.4,60.8,5,Rail,7.6,9.0,7.0
3011.9,52.5,4,Road,78.5,6.6,8.4
1973.7,26.6,9,Multimodal,3.9,2.8,6.71
2581.8,70.2,33,Air,5.9,2.2,5.33
3356.5,69.9,29,Rail,29.5,6.3,8.34
3479.8,44.4,31,Road,57.3,9.4,9.53
4139.9,9.1,19,Sea,99.2,5.8,15.99
1923.7,82.7,2,Road,9.1,8.4,6.51
1323.9,60.3,20,Rail,47.3,5.7,6.28
2880.3,22.6,12,Road,60.2,6.7,7.24
1873.7,55.1,21,Air,82.3,5.7,5.67
2677.7,36.7,31,Road,69.0,5.8,8.66
1892.8,57.4,36,Rail,80.8,7.4,7.91
692.7,42.9,20,Sea,52.2,4.0,8.19
2115.1,43.9,20,Rail,43.4,9.0,6.1
3110.7,66.4,36,Road,61.9,8.6,10.49
3597.8,55.4,18,Multimodal,90.1,7.3,14.37
2222.5,7.7,6,Rail,55.1,7.4,4.52
747.7,6.4,33,Rail,60.6,4.1,4.51
1869.0,27.8,10,Road,33.8,8.3,5.43
3539.4,39.0,18,Rail,59.6,9.3,7.37
1860.8,25.1,34,Road,62.8,8.0,7.04
3135.9,58.8,15,Road,75.3,1.3,9.29
2284.9,18.0,3,Road,57.2,7.9,5.52
1089.3,63.5,8,Sea,19.8,4.6,8.98
3583.7,69.7,11,Road,58.2,6.1,9.8
383.5,11.6,32,Road,29.8,9.9,3.44
2364.4,58.7,17,Rail,8.7,3.6,6.08
944.0,86.5,30,Sea,82.5,3.5,11.61
306.5,17.8,8,Road,6.6,2.6,2.13
2265.7,81.9,7,Rail,63.2,1.3,7.52
2250.5,54.7,20,Road,98.8,1.7,8.79
3182.5,53.4,12,Road,8.8,5.1,7.72
3352.7,5.1,21,Road,22.0,9.1,6.71
3276.4,67.5,28,Sea,76.1,8.1,17.05
1846.0,43.3,28,Road,9.7,1.8,6.09
2844.4,65.0,16,Road,83.3,5.6,9.11
2598.4,72.9,10,Road,0.0,8.5,7.14
1899.9,47.4,22,Sea,89.0,5.4,12.41
2689.5,24.1,7,Road,6.7,9.1,5.6
4262.9,13.2,4,Road,92.2,9.1,9.35
872.1,14.9,24,Road,86.5,3.5,5.13
4076.4,78.1,34,Road,54.0,8.7,11.92
245.3,11.6,14,Rail,77.8,5.9,3.65
1391.2,34.9,17,Rail,7.5,4.8,4.2
1300.2,30.4,8,Road,13.5,7.7,4.07
2820.5,78.0,13,Road,36.9,7.9,8.79
594.9,43.3,7,Road,53.7,6.8,4.1
3971.2,89.7,3,Road,86.8,8.1,11.54
3729.3,66.5,24,Road,54.3,9.5,10.57
2936.0,76.7,24,Sea,66.5,8.7,16.13
2065.6,9.3,7,Multimodal,68.0,0.7,7.21
4198.6,23.2,30,Multimodal,87.8,8.5,15.15
3739.2,12.6,5,Air,77.7,7.8,3.77
2249.4,42.0,21,Rail,97.7,9.3,7.34
3159.9,64.8,8,Sea,2.0,7.4,13.87
2553.4,15.6,7,Road,20.8,8.8,5.17
2647.8,12.2,39,Rail,93.0,0.1,7.16
1492.7,55.5,2,Rail,79.2,9.8,5.89
2082.1,21.1,12,Rail,26.7,1.9,4.18
356.2,43.4,28,Sea,97.4,8.6,10.2
1611.3,5.1,19,Road,87.0,9.3,5.61
3132.7,61.4,28,Road,6.5,0.0,8.56
4289.7,48.9,35,Air,81.1,9.1,7.17
4334.0,58.4,12,Road,78.4,8.3,10.94
2503.0,25.1,28,Rail,22.1,9.2,5.68
2731.8,25.4,26,Air,66.9,1.8,4.68
839.8,72.2,38,Rail,97.0,7.8,8.32
3130.4,64.8,6,Rail,67.6,4.9,7.65
322.6,52.4,19,Road,81.4,2.6,5.4
1284.7,56.7,27,Road,9.9,7.6,6.0
3009.3,8.9,9,Air,72.7,4.7,3.18
1399.8,77.1,10,Rail,20.5,9.0,5.67
229.1,69.4,10,Rail,7.2,7.1,4.06
3744.3,53.3,33,Road,55.2,1.4,10.47
1399.9,82.7,18,Road,75.1,2.5,8.07
288.7,15.6,10,Multimodal,54.7,2.6,4.44
341.2,62.0,7,Road,93.2,3.4,5.67
1136.7,86.7,32,Rail,69.6,6.7,8.02
805.2,28.2,6,Road,11.8,8.9,3.18
3485.5,1.9,19,Rail,93.5,5.9,6.59
1451.0,66.3,34,Multimodal,15.3,7.5,9.99
3622.1,1.1,5,Rail,75.8,3.2,5.55
786.4,78.6,19,Road,14.9,5.2,5.76
2220.5,5.5,14,Rail,99.9,5.0,5.76
3097.7,58.9,10,Sea,33.2,7.0,14.15
2935.7,34.3,11,Road,49.6,5.2,7.35
2707.1,18.7,31,Air,46.7,3.3,4.23
4162.1,80.9,2,Rail,10.2,2.4,7.62
1032.2,67.3,10,Air,49.4,2.5,4.43
2224.3,31.0,21,Rail,15.0,9.8,4.97
3978.5,25.9,1,Road,80.2,3.6,8.56
355.1,66.4,31,Road,95.8,8.1,7.47
256.2,75.4,11,Road,80.8,0.7,6.29
1053.7,64.6,10,Air,43.1,0.9,4.73
2850.4,57.8,20,Sea,0.2,6.9,13.12
1173.2,20.9,21,Rail,3.7,4.6,3.79
860.1,76.8,37,Road,49.5,8.8,7.41
2067.3,67.6,37,Road,67.9,8.6,9.49
2763.1,46.8,14,Sea,82.0,7.6,14.41
1122.3,46.3,5,Rail,60.0,8.2,4.78
1356.6,51.4,6,Road,97.8,8.7,6.96
2762.9,74.6,24,Rail,49.4,7.8,8.5
4256.1,66.9,16,Road,60.0,5.3,10.9
3038.0,77.1,23,Road,23.0,2.6,9.34
3524.2,45.9,38,Rail,34.0,7.9,7.86
1653.8,56.4,16,Road,68.3,3.2,7.12
1228.8,77.0,13,Multimodal,60.2,2.4,8.82
2046.9,21.3,8,Road,37.0,1.7,5.17
3633.1,40.2,38,Road,11.2,6.3,9.38
2056.1,56.0,32,Road,34.3,2.4,7.57
3811.0,82.4,22,Sea,4.4,3.7,15.78
4449.5,1.9,17,Road,58.1,7.1,8.85
328.8,19.5,5,Rail,32.3,7.9,2.34
209.1,21.5,8,Road,38.0,3.1,2.56
677.4,29.7,30,Road,57.5,8.4,5.37
1732.7,25.7,19,Road,58.1,0.6,6.19
594.0,53.3,12,Sea,58.8,9.9,9.73
3918.6,79.8,25,Air,49.2,4.2,6.93
109.0,57.5,13,Road,48.8,3.2,4.71
1424.5,22.1,4,Rail,82.1,9.2,4.61
835.2,77.8,10,Air,46.8,1.3,5.11
4192.3,57.1,28,Road,53.6,3.6,10.97
3014.3,20.1,5,Sea,98.8,3.6,12.55
4104.6,32.9,28,Road,18.1,4.2,9.16
4375.6,71.2,31,Multimodal,72.6,8.5,16.96
2239.5,66.6,16,Sea,47.3,8.5,13.42
1058.3,52.1,23,Multimodal,83.1,5.9,9.39
875.8,13.5,29,Rail,40.4,9.9,4.13
1007.0,72.4,21,Road,30.3,8.4,6.36
3190.1,28.0,2,Multimodal,20.8,6.8,10.28
186.8,69.6,23,Road,87.2,2.0,6.57
235.9,58.5,16,Road,71.8,5.5,5.34
2738.6,24.1,11,Sea,7.7,2.1,10.16
2891.0,19.5,9,Sea,71.3,3.0,12.12
2995.4,12.2,2,Air,3.5,6.9,1.65
1676.6,22.2,18,Road,18.2,1.8,4.74
3627.7,14.6,13,Sea,59.3,0.9,12.77
2403.6,55.7,8,Sea,46.4,5.3,11.99
479.1,54.1,10,Road,84.0,0.0,5.41
3588.0,53.0,27,Road,60.8,6.1,10.05
4289.0,57.9,17,Road,96.5,9.0,11.48
274.9,73.4,24,Road,85.5,1.9,6.76
1764.1,82.3,21,Multimodal,34.0,3.8,10.38
2196.4,21.1,1,Rail,83.4,9.2,5.46
663.4,53.1,16,Sea,87.0,7.0,9.98
3905.4,7.5,33,Multimodal,97.0,1.4,12.41
1282.3,11.3,6,Road,1.3,3.8,2.77
3524.6,59.1,12,Sea,87.5,7.6,16.61
3021.1,44.0,32,Road,7.0,6.6,7.77
2693.2,68.4,11,Air,52.8,1.6,5.3
868.7,38.6,18,Road,41.5,0.6,4.92
997.1,11.9,2,Multimodal,92.0,6.8,7.01
217.8,78.5,32,Road,40.5,6.1,6.17
1087.0,7.9,20,Road,59.6,0.6,4.6
1557.8,17.4,21,Sea,69.2,9.7,11.12
3750.0,25.3,36,Road,1.9,2.5,8.58
1651.9,89.6,38,Rail,59.1,3.9,9.02
3397.0,37.8,27,Road,51.8,1.8,9.14
1980.3,45.4,11,Sea,59.4,8.3,12.06
3533.0,69.4,18,Road,7.6,9.6,9.33
4393.3,57.5,17,Road,5.6,2.1,9.34
1083.1,75.8,34,Road,17.8,2.8,6.71
3881.2,44.0,26,Rail,87.0,7.1,9.08
2800.1,87.5,6,Road,35.6,5.3,9.18
3678.7,71.8,30,Road,43.4,1.1,10.88
2933.9,36.4,39,Road,39.0,9.3,8.7
1910.7,34.6,32,Road,71.4,6.1,7.46
1030.2,83.7,17,Rail,25.9,3.0,6.28
319.8,61.8,13,Air,6.8,4.9,3.64
2412.2,56.1,13,Road,37.8,5.0,7.52
4456.5,68.3,6,Rail,72.8,5.3,9.15
3322.5,50.7,22,Rail,91.5,5.0,8.79
1476.4,14.7,33,Road,5.1,5.6,4.76
3723.3,29.1,33,Sea,81.0,3.9,15.85
3461.6,50.4,4,Road,6.6,1.5,7.65
1271.0,2.1,14,Rail,33.1,6.6,3.02
69.3,39.6,35,Road,2.2,7.9,3.78
536.1,68.1,27,Rail,91.2,8.4,7.08
3948.5,15.2,6,Rail,70.7,0.2,6.34
3765.4,6.3,1,Road,36.9,4.0,6.52
1332.0,75.3,28,Road,37.7,9.8,7.31
1287.0,55.7,29,Multimodal,64.0,0.6,8.72
3568.9,16.3,32,Road,9.0,7.9,7.72
4220.1,72.7,28,Rail,14.5,1.3,8.94
3507.2,59.4,27,Air,84.7,8.2,6.79
2727.1,30.4,10,Sea,20.2,6.7,11.94
1095.8,34.2,18,Rail,72.7,7.3,5.43
2368.2,14.5,4,Sea,22.6,9.8,10.94
1054.6,75.3,38,Air,8.8,9.4,5.5
3637.0,46.1,32,Rail,90.0,3.0,9.36
1744.4,50.4,5,Rail,90.2,3.8,6.24
3752.5,79.6,22,Road,60.5,4.1,11.37
1720.3,1.9,22,Multimodal,46.2,1.8,6.66
3709.6,6.5,2,Rail,55.3,3.8,5.37
1503.3,15.0,34,Road,40.8,9.8,5.71
1983.4,3.2,2,Air,75.7,4.9,2.94
2771.6,59.4,36,Rail,75.5,9.5,8.54
320.9,57.2,8,Road,81.9,0.7,5.37
4267.2,19.4,33,Rail,52.3,0.4,7.99
2583.4,13.9,33,Road,80.1,5.8,7.82
2287.7,13.5,4,Air,15.6,7.4,1.92
3778.1,85.8,18,Road,3.0,2.2,9.81
3896.6,62.6,19,Sea,64.8,5.0,16.59
2352.6,52.9,10,Rail,10.5,8.7,5.53
4173.0,29.4,30,Road,55.1,7.6,9.88
296.0,39.3,22,Multimodal,72.1,2.3,6.39
513.9,8.5,39,Rail,40.7,3.3,4.05
2687.6,89.8,38,Road,4.4,3.1,9.58
1596.5,68.1,1,Rail,88.7,7.2,6.82
2091.7,56.1,30,Air,4.3,9.7,4.39
1479.7,53.1,5,Road,90.5,2.8,6.73
1824.2,45.6,26,Road,5.3,5.9,6.17
3702.8,23.5,31,Road,73.5,9.9,9.63
2672.7,20.8,39,Road,92.5,1.6,8.77
4488.1,49.7,12,Sea,90.7,6.6,18.16
3542.0,6.8,17,Rail,89.3,3.3,6.62
1235.1,7.2,18,Road,88.3,9.9,5.09
1193.2,50.7,2,Road,51.0,1.1,5.46
1514.9,82.8,24,Road,55.8,4.5,8.26
3795.5,82.3,28,Multimodal,62.0,2.5,14.53
127.7,1.5,39,Road,89.6,0.3,4.53
1039.7,10.1,10,Multimodal,83.8,9.6,7.91
4072.6,52.7,33,Rail,78.3,5.7,9.69
2881.3,76.4,24,Road,67.6,7.0,10.01
1024.7,85.9,11,Air,61.8,6.2,5.67
990.1,77.5,8,Rail,92.2,1.5,6.9
3882.5,61.1,27,Sea,19.3,1.7,15.1
4022.4,18.4,26,Multimodal,19.3,6.3,12.29
1156.3,7.0,12,Road,98.2,7.8,5.02
1895.2,4.8,35,Road,55.3,6.1,6.07
3756.5,55.3,15,Sea,48.3,5.7,15.29
3470.7,3.7,21,Road,85.1,7.5,8.1
3663.6,66.7,37,Road,85.0,2.4,11.65
2335.2,64.3,30,Road,17.7,7.3,8.08
4102.4,7.6,5,Road,17.4,4.1,6.87
1470.2,81.6,17,Sea,79.5,6.7,12.71
709.2,47.2,26,Road,78.6,2.7,6.34
3190.8,81.4,34,Rail,22.5,1.4,8.71
2429.4,81.2,33,Rail,84.2,0.3,9.47
3846.4,18.1,18,Road,48.0,8.0,8.27
369.8,34.6,25,Road,47.0,2.0,4.41
3797.4,12.5,30,Sea,98.6,3.6,15.26
1323.4,69.9,37,Road,51.9,7.7,7.86
2948.6,45.6,20,Sea,13.7,4.5,12.81
185.4,83.6,2,Air,28.0,2.2,4.07
2745.1,19.1,13,Road,33.4,1.9,6.19
3229.1,62.1,20,Rail,95.8,4.1,9.33
1662.5,89.0,6,Rail,26.4,5.7,6.48
973.3,60.1,11,Road,43.0,3.9,5.61
2421.6,6.7,25,Air,75.0,9.0,3.9
3750.2,53.2,10,Air,27.4,0.0,4.61
1459.3,16.6,31,Road,70.2,4.0,6.28
1139.8,3.2,4,Rail,20.8,7.4,2.22
1258.8,30.5,25,Air,24.3,8.9,3.64
4271.3,24.3,28,Multimodal,98.6,3.6,14.33
1619.9,71.1,24,Rail,36.9,6.7,6.5
21.2,33.9,35,Rail,73.0,5.8,5.36
3518.7,66.1,5,Road,84.0,2.0,9.85
3148.2,2.0,33,Multimodal,34.7,6.8,11.06
582.9,1.8,11,Road,35.7,2.5,2.4
4432.1,3.1,8,Rail,77.3,7.8,6.81
2738.2,20.1,21,Road,60.7,8.7,7.06
2256.0,34.0,32,Road,36.2,4.8,7.38
1723.1,54.9,5,Road,75.0,0.5,6.82
4044.5,88.7,34,Multimodal,86.4,7.4,17.47
1101.6,32.2,9,Road,23.5,4.7,3.99
1289.5,5.5,38,Rail,2.4,0.9,3.87
555.2,17.9,32,Road,27.4,3.3,4.23
3417.2,80.9,10,Road,67.4,2.9,10.3
2682.0,63.1,12,Road,91.5,7.3,9.26
2742.8,71.2,35,Rail,86.3,4.2,9.57
987.0,11.6,39,Road,22.2,5.9,4.35
2932.0,12.6,18,Road,88.1,5.0,7.67
3445.7,10.5,23,Road,81.1,7.2,8.65
1613.7,77.2,12,Road,73.4,7.2,7.56
3607.1,19.3,31,Multimodal,68.8,4.5,12.62
1572.8,58.1,11,Multimodal,80.7,1.4,8.73
3412.8,46.7,34,Road,86.2,4.1,10.85
156.6,49.2,27,Rail,81.9,1.6,5.83
2482.5,18.0,21,Air,12.2,9.6,2.76
4363.0,57.4,10,Road,72.2,9.5,10.94
4415.7,4.4,13,Sea,84.1,4.6,15.75
1271.5,89.4,25,Multimodal,18.6,0.3,8.68
1989.1,2.9,13,Road,21.4,3.7,4.25
288.1,5.0,6,Road,78.6,9.0,3.15
3930.7,29.6,35,Multimodal,34.4,2.9,12.34
2560.7,74.9,28,Rail,40.0,6.2,8.24
1736.0,23.5,20,Road,37.7,1.8,5.14
511.9,42.7,20,Road,21.3,8.3,4.21
4260.7,2.1,4,Road,93.9,8.9,8.53
2388.3,7.6,20,Rail,80.6,6.2,5.52
1276.8,54.9,5,Sea,25.1,6.2,9.56
1579.2,17.9,22,Multimodal,10.6,3.8,6.52
1221.8,62.6,24,Road,37.3,7.1,6.74
2710.1,70.8,17,Rail,41.5,4.8,7.3
4185.2,76.6,5,Rail,0.7,7.5,7.75
3855.8,12.5,26,Road,88.7,9.7,9.33
2074.4,41.3,36,Road,85.1,8.2,8.23
3720.1,85.3,8,Multimodal,85.0,5.2,14.6
1906.9,69.6,9,Air,80.6,9.8,5.76
1139.1,11.0,17,Rail,73.3,6.1,4.29
4425.5,45.5,8,Rail,63.5,0.6,8.14
1371.0,83.1,5,Road,96.0,7.3,8.01
1460.1,39.9,10,Rail,71.2,8.2,5.7
4453.7,75.4,14,Rail,63.0,1.3,9.62
607.0,44.9,27,Rail,78.9,6.8,6.1
3423.6,10.1,27,Multimodal,24.6,9.2,11.89
4211.5,13.7,5,Rail,96.7,2.5,7.2
2305.5,4.7,15,Road,1.9,5.9,4.68
16.3,18.0,28,Sea,64.8,2.7,6.4
1690.9,80.5,5,Road,7.7,7.7,6.28
506.5,58.7,22,Road,85.3,5.8,6.44
1875.8,66.6,12,Road,96.8,4.3,8.36
3556.2,56.1,8,Road,40.9,0.3,8.91
1977.0,35.1,1,Sea,85.7,9.4,12.33
1946.5,19.9,35,Rail,33.6,5.0,5.42
2507.8,83.3,16,Sea,15.9,8.0,14.05
2619.7,46.6,30,Rail,27.7,3.9,6.83
3854.1,43.6,10,Road,30.2,8.5,8.72
1391.1,89.7,34,Sea,63.1,1.6,12.07
3698.4,34.9,11,Road,79.6,2.3,9.09
2548.9,76.9,20,Road,20.5,3.3,8.39
1355.9,77.7,7,Rail,8.8,0.9,5.44
1331.6,21.3,21,Road,22.2,4.4,4.49
1628.3,9.0,11,Road,29.7,4.9,3.74
2804.0,87.8,37,Rail,28.0,1.1,8.86
1042.5,38.6,23,Rail,22.0,4.3,4.83
4141.9,0.7,31,Road,46.6,2.0,8.93
2589.2,45.2,18,Multimodal,85.6,8.8,12.36
4140.5,55.9,24,Rail,10.0,5.1,8.15
213.6,70.0,22,Air,86.2,9.5,5.91
1545.0,84.9,37,Road,49.7,3.4,8.57
107.5,82.4,1,Rail,66.0,3.4,5.35
1228.8,84.6,6,Air,81.5,3.4,6.06
3879.7,3.4,38,Rail,30.4,2.7,6.61
169.6,64.2,29,Sea,95.4,7.8,10.54
1965.5,20.7,11,Road,8.4,2.8,4.65
533.5,17.3,16,Road,52.8,2.9,3.66
1878.7,72.1,6,Rail,25.5,0.5,6.05
3775.6,37.8,1,Road,40.8,9.7,8.23
2805.7,82.5,35,Air,44.9,8.9,7.01
3316.7,4.3,24,Road,91.5,2.9,8.42
1574.2,72.3,38,Multimodal,44.2,5.2,10.68
4250.1,12.7,3,Multimodal,69.8,4.8,12.26
3193.1,16.3,2,Road,95.2,0.9,7.54
1901.0,43.2,15,Road,49.5,5.3,6.4
1922.0,35.9,22,Air,40.8,1.1,4.24
4134.5,44.0,4,Multimodal,97.3,4.3,13.57
2595.9,84.6,24,Road,82.8,0.9,10.24
3180.2,59.3,19,Road,94.0,5.9,10.1
1879.6,26.5,30,Rail,39.7,0.5,5.44
1010.5,16.0,22,Rail,69.6,6.3,4.57
3257.4,38.1,39,Road,25.0,7.1,9.04
2737.2,40.9,27,Sea,86.6,5.7,14.52
2258.5,54.3,15,Road,93.3,4.7,8.45
2810.0,24.3,37,Road,26.8,0.6,7.54
941.2,69.2,1,Road,10.5,0.1,4.73
3573.8,9.3,12,Road,20.1,3.4,6.43
4267.0,50.7,9,Road,63.3,7.7,10.32
4010.5,56.3,19,Rail,27.2,6.5,7.9
1449.9,19.0,18,Road,63.9,1.3,5.24
1830.0,74.4,39,Road,35.0,6.9,8.78
3638.8,55.6,11,Road,91.7,5.7,10.19
2680.1,58.3,11,Multimodal,45.3,1.7,10.05
2467.9,45.0,30,Road,49.8,7.6,8.46
4170.3,81.9,20,Road,34.8,8.3,11.1
2414.4,62.6,15,Rail,7.3,2.3,6.2
2319.6,34.7,25,Multimodal,49.4,6.4,10.59
193.9,21.9,3,Road,77.4,3.8,3.17
317.0,6.9,26,Rail,95.3,0.6,4.44
38.4,15.3,28,Sea,7.7,8.6,6.38
4110.0,89.3,6,Rail,79.7,8.2,9.56
1840.7,36.9,32,Road,26.7,3.2,6.25
2111.2,80.9,11,Rail,82.3,5.3,7.67
3805.0,15.8,13,Road,34.2,5.1,7.59
2743.6,38.6,17,Rail,11.4,1.8,5.46
2744.7,86.5,36,Sea,61.2,1.5,14.87
1337.9,8.7,30,Road,89.4,8.4,5.92
3753.4,53.7,4,Sea,18.2,8.7,15.17
750.4,82.8,14,Road,2.2,7.3,5.36
243.9,85.5,28,Sea,88.4,0.7,9.38
866.3,76.2,7,Rail,69.8,9.1,6.5
1208.5,77.1,16,Road,80.9,9.8,7.63
1274.0,58.9,14,Road,6.0,7.8,5.42
3019.0,20.2,37,Multimodal,89.0,3.5,11.75
984.1,65.9,39,Road,41.9,4.1,7.39
3046.6,88.1,27,Road,89.8,8.7,11.33
414.6,47.6,30,Road,6.5,2.8,4.85
666.7,23.8,15,Rail,88.5,1.4,4.55
2292.2,51.8,39,Rail,67.3,8.2,7.91
4148.9,62.3,18,Road,55.4,1.9,10.69
3868.8,19.1,11,Road,6.2,9.1,7.11
4359.5,64.9,22,Road,68.8,6.0,11.44
2928.9,53.1,4,Road,59.8,5.6,8.26
3042.8,55.3,3,Road,72.6,7.8,8.73
2814.5,27.9,24,Sea,71.7,0.2,12.07
2804.6,14.4,14,Road,44.4,7.1,6.63
666.3,56.3,3,Road,20.5,6.0,4.3
2449.1,53.0,31,Road,91.9,5.2,9.42
1740.4,30.8,35,Multimodal,92.6,2.2,9.59
1994.2,27.0,31,Multimodal,21.2,8.3,9.95
2358.6,31.6,12,Sea,63.1,2.5,11.24
582.1,44.3,10,Road,20.3,4.9,3.65
1620.9,87.7,20,Road,86.1,1.6,9.19
290.2,68.8,18,Road,9.8,9.7,4.42
4408.6,76.7,36,Road,99.0,1.9,13.58
537.8,45.8,19,Rail,61.1,8.0,4.99
1167.1,47.6,17,Sea,2.3,2.6,8.05
4011.4,18.8,11,Air,88.2,2.6,4.56
2174.8,65.0,5,Sea,68.4,4.2,12.53
614.7,38.2,37,Road,69.7,8.5,5.83
1732.1,66.9,36,Rail,27.5,6.9,7.03
525.8,37.1,14,Road,33.7,8.7,3.89
905.0,10.2,28,Road,91.4,0.5,5.44
238.9,16.0,9,Sea,63.5,9.6,7.35
1974.8,73.1,38,Road,1.7,0.8,7.6
3630.8,23.6,29,Road,32.7,7.2,8.61
2638.9,24.2,25,Road,59.9,2.1,7.73
2730.5,83.7,8,Rail,14.8,8.4,7.1
906.6,59.4,19,Sea,9.8,8.6,9.62
1550.8,10.7,2,Road,5.9,5.5,3.16
3804.4,13.4,6,Sea,63.1,4.0,13.42
399.9,24.9,30,Road,32.1,7.9,4.22
3861.4,53.7,2,Road,37.4,8.7,8.85
2179.2,67.9,19,Sea,6.0,7.4,12.36
3768.0,25.1,13,Rail,73.8,9.1,7.18
1434.4,78.4,8,Multimodal,76.7,6.3,10.53
1528.1,10.3,9,Road,82.9,6.7,5.3
3383.5,19.1,23,Rail,65.2,5.7,6.88
3533.6,87.4,37,Rail,77.3,4.9,11.05
1037.3,12.6,8,Air,57.7,6.5,2.79
4378.1,80.0,9,Road,49.2,5.6,11.24
384.8,63.5,16,Sea,26.0,7.3,8.53
312.9,7.0,16,Rail,5.3,9.3,1.93
2681.8,43.8,12,Road,29.2,3.7,7.08
3253.7,46.9,25,Rail,68.4,4.1,8.04
4324.2,83.9,11,Road,92.7,0.2,12.56
1825.2,38.2,18,Rail,25.6,5.3,4.99
118.7,40.5,13,Air,67.0,1.3,3.95
2715.0,10.6,35,Rail,47.8,7.2,5.87
1307.2,57.7,18,Rail,62.8,7.8,6.32
1951.1,19.4,30,Rail,0.2,7.2,4.67
2200.7,7.4,37,Road,12.3,5.5,6.01
295.0,89.7,30,Road,21.7,5.3,6.19
2189.5,24.6,3,Rail,89.3,6.5,5.46
1921.3,13.1,29,Road,4.1,5.5,5.21
3207.9,63.1,25,Road,57.0,7.5,10.0
2907.3,74.0,2,Rail,92.9,8.9,8.19
837.5,6.2,5,Road,65.2,5.4,3.11
931.6,9.9,31,Road,48.4,1.1,4.46
1133.3,8.6,5,Rail,38.6,1.3,2.95
809.4,4.7,21,Road,62.4,3.8,3.83
2959.2,59.5,26,Air,48.0,5.0,5.83
4475.0,53.2,7,Air,70.5,2.3,5.35
2936.2,59.8,30,Sea,61.8,4.5,14.83
2732.0,45.8,34,Road,56.7,1.4,9.07
1847.6,73.7,28,Sea,95.7,2.4,13.17
1410.0,49.4,14,Sea,83.6,7.3,11.74
4100.3,82.7,18,Sea,60.9,9.9,19.24
4360.7,44.0,17,Road,53.9,1.9,10.04
2238.0,71.3,25,Rail,72.4,3.4,8.3
1309.5,37.0,6,Sea,80.4,3.5,9.33
3466.7,39.5,5,Rail,29.5,2.2,6.28
600.4,76.5,21,Rail,66.7,2.0,6.7
3446.3,10.1,39,Rail,13.5,1.3,6.18
3686.2,51.1,20,Rail,43.0,9.1,7.88
566.4,65.5,11,Road,93.8,6.5,6.27
4396.0,67.7,5,Rail,32.6,2.9,8.03
4434.9,53.4,38,Road,15.4,2.6,10.87
4215.6,40.6,39,Road,14.6,5.9,10.13
2234.7,23.8,35,Road,39.4,7.0,7.19
1111.1,81.9,35,Rail,22.5,2.5,6.95
2621.1,33.6,25,Road,42.7,3.5,7.22
1892.6,72.0,30,Rail,71.9,2.9,8.14
930.7,3.3,2,Sea,88.8,0.9,6.49
1909.4,21.3,20,Road,11.0,3.9,5.09
2989.2,31.4,36,Road,76.8,5.3,9.19
323.8,60.6,37,Road,10.3,6.6,5.4
1503.7,29.1,2,Air,37.9,4.2,2.7
85.0,4.2,27,Rail,99.7,9.8,4.38
3374.0,16.1,32,Rail,6.9,6.3,5.65
2884.9,23.7,4,Road,2.3,8.9,5.51
