origin_city,destination_city,distance_km,transport_mode,shipment_weight_kg,quantity,product_category,traffic_density_index,shipping_cost_inr
Kolkata,Ahmedabad,498.1,Sea,2251.0,23,Consumer Goods,6.9,18241.11
Pune,Kochi,932.1,Road,131.9,14,Pharmaceuticals,5.4,6697.37
Chennai,Pune,2762.6,Rail,4198.8,80,Pharmaceuticals,2.3,259502.85
Mumbai,Visakhapatnam,2607.8,Road,1073.8,57,Pharmaceuticals,6.1,123257.96
Bengaluru,Pune,263.6,Rail,4603.4,98,Automotive Components,5.6,30153.22
Pune,Mumbai,1610.8,Sea,1820.6,57,Textiles,6.1,42393.22
Kochi,Delhi,1828.8,Road,4187.6,58,Heavy Machinery,5.0,327944.31
Kochi,Hyderabad,293.4,Sea,1978.6,62,Automotive Components,1.7,9322.18
Delhi,Kolkata,2079.5,Road,806.0,40,Automotive Components,4.7,71154.92
Mumbai,Pune,2767.9,Road,2543.4,44,Heavy Machinery,3.8,290811.83
Mumbai,Pune,1287.9,Sea,1339.9,47,Pharmaceuticals,3.4,25511.96
Chennai,Mumbai,1341.0,Road,1648.8,84,Pharmaceuticals,7.0,93638.66
Chennai,Hyderabad,1897.3,Rail,1614.8,46,Consumer Goods,7.0,74232.58
Bengaluru,Ahmedabad,2101.8,Road,1761.9,53,Pharmaceuticals,9.8,170771.46
Delhi,Bengaluru,2242.9,Road,2515.7,29,Consumer Goods,6.7,240011.04
Hyderabad,Kochi,355.6,Rail,682.1,49,Heavy Machinery,3.7,7278.54
Chennai,Visakhapatnam,2271.8,Road,1325.3,53,Pharmaceuticals,5.8,134097.13
Hyderabad,Pune,2439.8,Rail,3180.0,9,Automotive Components,6.7,194444.6
Ahmedabad,Delhi,269.9,Air,3790.7,73,Consumer Goods,4.7,146934.84
Bengaluru,Visakhapatnam,253.7,Sea,1256.9,25,Textiles,6.7,6153.9
Mumbai,Hyderabad,1609.9,Sea,1347.0,47,Automotive Components,8.4,34718.24
Bengaluru,Kochi,1466.5,Road,2416.3,81,Pharmaceuticals,6.7,158023.5
Bengaluru,Kochi,2747.3,Rail,4906.4,50,Pharmaceuticals,2.5,301082.72
Hyderabad,Visakhapatnam,930.2,Sea,2773.5,71,Consumer Goods,3.9,39516.35
Bengaluru,Chennai,1714.0,Air,4076.8,16,Textiles,9.7,993619.34
Ahmedabad,Kochi,1492.7,Road,4597.5,37,Textiles,4.3,289979.55
Kochi,Visakhapatnam,1569.7,Sea,3202.6,18,Heavy Machinery,8.5,75840.02
Mumbai,Kolkata,1898.1,Road,2619.8,39,Pharmaceuticals,2.3,200910.46
Ahmedabad,Kolkata,1574.6,Road,3834.5,78,Heavy Machinery,9.9,258207.4
Ahmedabad,Pune,168.4,Rail,1628.5,56,Consumer Goods,2.9,7808.73
Hyderabad,Kochi,2385.8,Sea,4864.4,82,Pharmaceuticals,9.7,191316.32
Chennai,Ahmedabad,683.1,Road,2403.1,8,Heavy Machinery,1.4,66621.61
Bengaluru,Hyderabad,762.6,Road,4645.1,57,Heavy Machinery,6.2,155154.56
Kochi,Visakhapatnam,1867.1,Road,3811.0,89,Consumer Goods,2.6,282896.15
Ahmedabad,Kolkata,1416.0,Road,1097.0,20,Consumer Goods,6.8,70560.37
Delhi,Mumbai,1672.4,Road,1142.5,57,Textiles,9.1,88933.2
Hyderabad,Kochi,1468.4,Air,1781.7,1,Automotive Components,3.7,351461.26
Pune,Hyderabad,1257.3,Rail,1891.6,88,Consumer Goods,4.6,55840.77
Chennai,Kolkata,1430.8,Road,124.2,13,Consumer Goods,1.4,8699.35
Kochi,Visakhapatnam,523.9,Road,4286.2,75,Pharmaceuticals,6.2,96991.36
Bengaluru,Hyderabad,2718.7,Air,1240.2,52,Textiles,6.4,495155.89
Kolkata,Mumbai,1673.1,Sea,4132.6,97,Consumer Goods,6.6,102455.27
Chennai,Ahmedabad,910.1,Rail,2440.2,30,Heavy Machinery,9.2,56945.74
Hyderabad,Delhi,2039.0,Road,2980.6,81,Heavy Machinery,1.8,245026.43
Ahmedabad,Kochi,2482.3,Sea,2705.4,57,Textiles,5.2,99591.22
Visakhapatnam,Kochi,935.6,Rail,4726.2,5,Textiles,3.7,101445.99
Delhi,Visakhapatnam,1010.0,Rail,2119.0,22,Pharmaceuticals,3.2,49310.56
Kochi,Mumbai,1312.2,Rail,1974.4,51,Consumer Goods,4.0,62737.68
Chennai,Delhi,725.8,Road,3093.7,79,Consumer Goods,9.4,99368.49
Bengaluru,Delhi,2295.9,Air,1940.2,74,Heavy Machinery,3.3,616665.7
Kochi,Ahmedabad,1698.1,Air,3056.9,1,Heavy Machinery,1.8,635532.55
Visakhapatnam,Ahmedabad,301.2,Road,2883.3,46,Automotive Components,4.7,38288.93
Bengaluru,Pune,2791.3,Air,3886.5,79,Textiles,3.4,1437839.59
Pune,Ahmedabad,1673.7,Sea,4950.2,42,Textiles,3.6,114927.57
Delhi,Hyderabad,2508.3,Air,4887.7,42,Consumer Goods,5.1,1794209.34
Hyderabad,Visakhapatnam,1479.3,Air,662.7,93,Automotive Components,8.3,141151.26
Kolkata,Ahmedabad,1693.5,Road,2288.0,64,Pharmaceuticals,8.5,169388.88
Kochi,Bengaluru,1354.4,Road,2140.7,21,Textiles,5.4,121057.62
Hyderabad,Kolkata,1270.3,Road,993.8,79,Consumer Goods,8.5,60400.35
Kolkata,Mumbai,728.5,Road,3731.5,99,Consumer Goods,2.5,110829.3
Ahmedabad,Hyderabad,2699.6,Road,4844.3,69,Consumer Goods,3.4,532858.24
Visakhapatnam,Kochi,631.7,Road,805.5,19,Heavy Machinery,2.4,21331.54
Ahmedabad,Delhi,1545.0,Road,1397.6,14,Consumer Goods,9.3,94829.28
Bengaluru,Kolkata,380.8,Road,4282.4,15,Automotive Components,7.8,72216.95
Pune,Visakhapatnam,2782.4,Road,1561.0,51,Automotive Components,7.9,191581.36
Kolkata,Ahmedabad,1622.5,Road,2234.2,83,Pharmaceuticals,7.2,158058.72
Visakhapatnam,Pune,2308.6,Road,3714.8,91,Heavy Machinery,1.1,335387.24
Chennai,Bengaluru,1641.8,Sea,673.8,16,Automotive Components,2.9,16983.49
Ahmedabad,Chennai,2283.2,Air,2659.3,83,Consumer Goods,8.9,872824.27
Visakhapatnam,Kolkata,1566.2,Road,592.9,53,Pharmaceuticals,5.3,40950.08
Pune,Chennai,1329.2,Rail,1561.5,55,Heavy Machinery,7.7,51095.54
Pune,Ahmedabad,1358.2,Sea,1222.7,23,Automotive Components,3.0,24295.75
Mumbai,Delhi,156.2,Rail,3664.6,36,Textiles,1.6,14562.76
Visakhapatnam,Pune,1132.2,Sea,795.8,18,Pharmaceuticals,8.4,14897.29
Bengaluru,Delhi,2672.7,Air,3326.6,45,Pharmaceuticals,3.1,1225658.48
Kochi,Ahmedabad,1940.3,Road,2899.3,88,Heavy Machinery,3.0,235208.19
Delhi,Kolkata,2586.2,Road,3395.2,71,Pharmaceuticals,4.6,349825.56
Chennai,Kochi,680.7,Rail,4389.1,89,Heavy Machinery,5.9,70354.69
Kochi,Chennai,1451.6,Rail,2693.9,45,Textiles,6.6,93474.46
Mumbai,Kolkata,241.4,Road,3617.0,7,Heavy Machinery,9.3,39920.52
Delhi,Hyderabad,1944.2,Air,4032.5,69,Pharmaceuticals,7.8,1146443.2
Kolkata,Delhi,2227.6,Sea,3493.4,88,Automotive Components,5.7,112460.63
Hyderabad,Bengaluru,2131.7,Road,1629.4,84,Pharmaceuticals,2.3,132348.78
Mumbai,Kochi,379.9,Sea,4809.2,85,Pharmaceuticals,2.2,26290.94
Chennai,Visakhapatnam,805.9,Sea,350.7,20,Heavy Machinery,2.2,5359.6
Hyderabad,Delhi,1887.9,Road,1892.9,74,Heavy Machinery,9.9,162890.98
Kolkata,Pune,2161.3,Road,4115.5,87,Pharmaceuticals,8.3,381036.87
Chennai,Bengaluru,876.7,Sea,1782.0,46,Automotive Components,1.8,22963.72
Mumbai,Kolkata,1226.5,Road,2752.3,33,Pharmaceuticals,3.7,136167.9
Kochi,Visakhapatnam,1080.9,Rail,715.7,15,Pharmaceuticals,3.9,19154.06
Chennai,Bengaluru,162.1,Road,4291.5,34,Consumer Goods,3.8,30903.84
Ahmedabad,Bengaluru,1677.8,Air,4659.2,79,Automotive Components,1.0,982942.98
Kolkata,Ahmedabad,1923.1,Road,4920.9,5,Pharmaceuticals,4.9,413208.16
Hyderabad,Ahmedabad,882.6,Road,431.6,9,Textiles,8.7,18325.0
Bengaluru,Pune,1972.6,Rail,1035.9,91,Automotive Components,2.0,49255.33
Kolkata,Delhi,793.3,Road,2500.2,64,Automotive Components,1.6,77435.59
Chennai,Hyderabad,2046.2,Road,1399.4,60,Automotive Components,6.8,123900.11
Chennai,Kochi,1361.5,Road,3231.0,28,Automotive Components,8.0,198842.92
Delhi,Pune,2460.6,Rail,4234.9,9,Heavy Machinery,3.2,232005.48
Kochi,Delhi,1593.5,Road,679.0,50,Automotive Components,9.2,51198.11
Kochi,Hyderabad,639.3,Road,65.8,36,Heavy Machinery,7.1,3510.98
Kolkata,Pune,2328.3,Sea,4969.0,9,Automotive Components,5.3,168700.4
Visakhapatnam,Delhi,2210.8,Road,2279.7,31,Textiles,8.2,223782.51
Pune,Hyderabad,373.2,Sea,388.8,45,Consumer Goods,3.9,3740.81
Visakhapatnam,Bengaluru,277.3,Sea,2963.1,55,Heavy Machinery,3.4,12546.46
Kolkata,Hyderabad,511.2,Sea,3778.3,78,Consumer Goods,3.4,28220.22
Mumbai,Chennai,2390.1,Road,4016.2,15,Heavy Machinery,2.7,387134.87
Kolkata,Delhi,999.0,Rail,2868.0,41,Heavy Machinery,8.9,74267.49
Pune,Kolkata,1487.6,Rail,3413.6,66,Automotive Components,4.5,113275.8
Mumbai,Bengaluru,1747.9,Road,2407.5,63,Pharmaceuticals,8.9,194458.55
Hyderabad,Visakhapatnam,2120.2,Rail,3117.8,96,Automotive Components,9.0,166441.32
Kolkata,Delhi,2349.4,Road,4760.4,27,Pharmaceuticals,2.2,430441.17
Ahmedabad,Visakhapatnam,1517.0,Road,4938.2,64,Automotive Components,1.4,298937.14
Kolkata,Ahmedabad,1251.8,Sea,3156.4,60,Automotive Components,9.7,62377.52
Ahmedabad,Mumbai,669.2,Rail,2940.4,56,Textiles,2.9,48025.33
Kolkata,Visakhapatnam,1759.9,Rail,1760.3,71,Textiles,4.4,72084.31
Kolkata,Hyderabad,1607.2,Road,1655.0,14,Textiles,2.2,111217.76
Ahmedabad,Kochi,921.6,Rail,4626.2,60,Consumer Goods,9.5,112644.95
Delhi,Ahmedabad,1332.4,Road,3342.5,93,Heavy Machinery,1.8,173045.49
Delhi,Pune,2110.1,Air,2320.0,40,Heavy Machinery,8.3,720508.86
Kolkata,Visakhapatnam,1811.8,Road,3346.5,20,Automotive Components,8.7,285690.63
Chennai,Kochi,1426.6,Sea,648.5,51,Heavy Machinery,9.3,16827.18
Pune,Visakhapatnam,871.6,Air,4720.0,5,Textiles,5.1,557353.83
Pune,Kolkata,1920.2,Road,2635.5,82,Textiles,6.1,224130.53
Visakhapatnam,Chennai,1813.3,Road,1703.7,72,Pharmaceuticals,5.6,132888.83
Mumbai,Kochi,1364.3,Sea,115.8,50,Pharmaceuticals,5.8,3875.53
Mumbai,Visakhapatnam,782.1,Sea,3402.0,71,Consumer Goods,3.2,37431.65
Kolkata,Visakhapatnam,613.4,Road,4849.4,88,Heavy Machinery,6.2,132413.09
Visakhapatnam,Delhi,1049.4,Sea,2814.8,60,Pharmaceuticals,3.3,44207.73
Pune,Kochi,2558.1,Sea,1696.8,86,Heavy Machinery,6.3,67792.23
Kolkata,Ahmedabad,2147.8,Rail,2120.7,20,Pharmaceuticals,8.4,113917.69
Bengaluru,Hyderabad,2511.3,Air,2865.0,27,Consumer Goods,1.0,916699.79
Ahmedabad,Mumbai,2382.9,Rail,3459.3,20,Textiles,8.8,207287.91
Mumbai,Delhi,1366.0,Road,957.5,6,Automotive Components,5.0,54323.39
Delhi,Hyderabad,1555.7,Road,4678.8,8,Automotive Components,6.5,314412.87
Kolkata,Hyderabad,599.4,Air,2100.9,79,Automotive Components,3.3,177137.32
Hyderabad,Bengaluru,2060.3,Road,3141.1,22,Automotive Components,10.0,297686.55
Ahmedabad,Pune,1268.2,Road,4561.6,35,Textiles,6.5,256956.77
Visakhapatnam,Kolkata,577.4,Rail,2912.8,42,Pharmaceuticals,9.8,44646.47
Mumbai,Ahmedabad,402.7,Road,3433.6,77,Consumer Goods,8.0,60390.35
Visakhapatnam,Ahmedabad,1994.8,Rail,3184.3,92,Consumer Goods,8.9,161698.13
Bengaluru,Visakhapatnam,1427.8,Road,1277.8,20,Automotive Components,3.3,76880.7
Ahmedabad,Delhi,173.8,Road,4816.6,93,Automotive Components,6.8,38127.79
Hyderabad,Ahmedabad,2335.0,Rail,2388.5,69,Automotive Components,4.2,129208.96
Hyderabad,Pune,1791.6,Rail,537.0,3,Automotive Components,8.4,25579.11
Chennai,Visakhapatnam,251.7,Rail,4990.0,27,Heavy Machinery,9.8,32736.28
Hyderabad,Chennai,957.4,Rail,3267.6,69,Pharmaceuticals,2.9,69723.31
Hyderabad,Kochi,2064.4,Road,3062.0,60,Automotive Components,7.6,270292.01
Bengaluru,Kolkata,306.4,Rail,4587.1,20,Pharmaceuticals,7.7,35333.49
Mumbai,Delhi,2101.1,Road,2732.3,23,Consumer Goods,4.2,232978.63
Chennai,Bengaluru,1488.0,Road,1834.0,96,Pharmaceuticals,2.3,107781.44
Ahmedabad,Pune,2224.6,Sea,915.0,12,Heavy Machinery,3.9,30182.85
Kolkata,Hyderabad,2416.4,Rail,4062.4,55,Consumer Goods,2.5,212191.49
Mumbai,Hyderabad,2184.6,Road,1688.5,49,Automotive Components,9.0,174874.25
Delhi,Kochi,356.9,Road,2606.2,96,Automotive Components,8.4,41857.08
Mumbai,Chennai,1370.0,Sea,2569.0,80,Consumer Goods,7.9,54686.95
Chennai,Hyderabad,994.6,Air,3715.0,27,Automotive Components,7.8,548155.28
Bengaluru,Ahmedabad,1497.5,Sea,3436.7,65,Automotive Components,4.6,75344.95
Visakhapatnam,Pune,2709.4,Rail,2146.7,51,Automotive Components,9.2,145092.05
Pune,Mumbai,479.6,Sea,2158.9,76,Consumer Goods,8.3,17565.68
Ahmedabad,Visakhapatnam,2443.8,Rail,1388.1,77,Heavy Machinery,9.2,88578.08
Pune,Delhi,2775.8,Rail,1737.5,72,Heavy Machinery,5.5,114285.13
Kochi,Delhi,2773.6,Sea,3571.8,44,Pharmaceuticals,3.6,139724.46
Ahmedabad,Bengaluru,2261.2,Road,2833.6,29,Heavy Machinery,6.8,293530.96
Bengaluru,Mumbai,1383.8,Sea,302.7,39,Heavy Machinery,7.1,8428.12
Delhi,Bengaluru,621.7,Road,2565.5,16,Automotive Components,7.4,71431.32
Pune,Mumbai,1761.8,Road,4777.5,5,Pharmaceuticals,4.5,358845.2
Hyderabad,Kochi,1767.5,Sea,591.0,43,Heavy Machinery,5.6,16970.99
Delhi,Pune,988.6,Rail,569.3,57,Pharmaceuticals,2.0,14013.2
Pune,Hyderabad,1784.6,Road,3355.4,97,Consumer Goods,6.4,261784.35
Chennai,Kochi,458.9,Rail,4790.9,20,Heavy Machinery,5.2,53634.89
Pune,Visakhapatnam,1830.1,Air,182.2,36,Automotive Components,2.7,44070.04
Kochi,Mumbai,2526.3,Sea,1755.4,96,Textiles,5.4,64903.35
Kochi,Delhi,1401.0,Rail,381.7,48,Automotive Components,4.1,13526.76
Kolkata,Ahmedabad,2176.1,Rail,1365.8,50,Textiles,6.9,72227.95
Chennai,Bengaluru,1834.4,Rail,2794.9,2,Textiles,8.3,128436.16
Pune,Visakhapatnam,158.1,Sea,2238.5,12,Consumer Goods,4.7,6767.28
Ahmedabad,Hyderabad,473.3,Sea,1848.5,39,Heavy Machinery,8.5,14780.14
Ahmedabad,Chennai,2203.3,Road,1092.8,53,Textiles,2.6,95984.63
Pune,Hyderabad,257.2,Rail,3116.3,63,Textiles,6.7,20520.37
Mumbai,Ahmedabad,2684.1,Road,2900.0,12,Textiles,4.9,312651.8
Ahmedabad,Kochi,2519.3,Rail,3332.3,34,Pharmaceuticals,4.4,188851.64
Bengaluru,Hyderabad,1110.3,Road,3976.4,34,Heavy Machinery,3.1,179489.8
Visakhapatnam,Ahmedabad,972.5,Sea,3660.9,12,Textiles,3.2,50509.3
Kolkata,Pune,1774.3,Rail,4788.5,17,Heavy Machinery,5.1,195043.95
Chennai,Pune,1771.3,Sea,888.6,6,Pharmaceuticals,8.5,26673.66
Visakhapatnam,Ahmedabad,385.9,Air,4759.5,30,Automotive Components,6.0,265850.58
Hyderabad,Mumbai,720.8,Air,902.1,86,Automotive Components,6.2,93566.15
Chennai,Kochi,1836.6,Road,4222.0,37,Textiles,7.4,357910.17
Bengaluru,Pune,2272.0,Road,3952.8,87,Pharmaceuticals,3.6,336495.17
Chennai,Delhi,658.8,Rail,3347.0,80,Automotive Components,4.4,50391.79
Visakhapatnam,Hyderabad,2010.1,Sea,3545.9,26,Consumer Goods,8.6,104623.53
Hyderabad,Bengaluru,2456.8,Road,3473.0,48,Consumer Goods,1.5,340371.76
Delhi,Kolkata,462.2,Air,2673.1,40,Consumer Goods,5.6,173661.33
Visakhapatnam,Chennai,1313.6,Road,211.6,31,Textiles,5.8,13811.96
Pune,Ahmedabad,2404.0,Rail,2918.8,46,Textiles,6.0,161283.82
Bengaluru,Pune,1132.2,Air,1976.2,66,Automotive Components,7.9,330558.19
Kolkata,Bengaluru,864.1,Sea,1398.2,67,Textiles,5.1,19073.94
Chennai,Delhi,2125.9,Road,2476.1,88,Automotive Components,8.6,235367.69
Bengaluru,Kochi,1212.1,Rail,4248.1,91,Textiles,4.1,118006.25
Ahmedabad,Delhi,2021.7,Sea,2912.8,37,Pharmaceuticals,4.1,83374.17
Bengaluru,Delhi,484.9,Rail,4825.6,17,Heavy Machinery,9.7,57255.83
Kochi,Delhi,1616.8,Rail,2131.8,94,Consumer Goods,3.9,79553.56
Mumbai,Visakhapatnam,1155.6,Road,883.0,68,Consumer Goods,2.7,43194.61
Ahmedabad,Mumbai,2792.9,Road,1607.6,59,Pharmaceuticals,6.0,206096.11
Delhi,Bengaluru,1717.2,Road,766.1,82,Textiles,9.6,63558.91
Bengaluru,Visakhapatnam,1957.7,Road,3440.1,40,Automotive Components,8.0,295608.56
Kolkata,Hyderabad,497.2,Road,839.6,27,Heavy Machinery,4.9,19526.39
Hyderabad,Chennai,2778.7,Sea,2615.3,95,Automotive Components,5.6,110480.16
Delhi,Bengaluru,286.2,Road,4620.9,12,Heavy Machinery,10.0,64314.33
Hyderabad,Pune,337.7,Sea,2197.6,31,Automotive Components,7.5,12799.83
Pune,Mumbai,350.7,Air,2043.5,28,Heavy Machinery,1.9,93502.61
Mumbai,Ahmedabad,2457.1,Road,1055.5,26,Pharmaceuticals,6.5,114414.15
Kochi,Delhi,2080.8,Rail,3781.3,13,Pharmaceuticals,9.5,195048.84
Pune,Visakhapatnam,2728.6,Road,1556.0,82,Pharmaceuticals,2.7,171109.49
Delhi,Mumbai,326.4,Road,4952.5,17,Textiles,8.0,72750.83
Delhi,Kochi,1982.9,Rail,875.5,41,Heavy Machinery,4.7,40915.11
Hyderabad,Bengaluru,1563.2,Road,61.1,32,Automotive Components,2.3,5523.22
Pune,Visakhapatnam,1843.7,Rail,2720.1,22,Textiles,8.5,123197.82
Ahmedabad,Chennai,1509.2,Road,389.8,99,Heavy Machinery,6.8,27710.59
Chennai,Pune,1939.7,Air,1879.8,80,Textiles,1.1,457647.01
Visakhapatnam,Ahmedabad,2553.7,Road,2285.7,50,Consumer Goods,8.5,264511.2
Chennai,Kolkata,1706.8,Road,1279.2,3,Textiles,5.8,89644.88
Kochi,Kolkata,2525.5,Rail,4891.7,22,Consumer Goods,6.6,293814.21
Bengaluru,Mumbai,2222.7,Road,1756.9,59,Textiles,6.1,169092.37
Kolkata,Chennai,2442.0,Road,766.3,95,Automotive Components,4.5,81997.58
Visakhapatnam,Bengaluru,1897.0,Road,234.7,16,Consumer Goods,2.2,18758.56
Visakhapatnam,Hyderabad,1524.3,Sea,1581.6,66,Consumer Goods,7.5,37460.13
Ahmedabad,Pune,334.3,Rail,4114.3,40,Consumer Goods,7.2,35094.78
Kochi,Kolkata,2362.5,Road,1267.4,56,Pharmaceuticals,8.7,139209.42
Mumbai,Bengaluru,791.3,Sea,3013.6,86,Heavy Machinery,6.5,36835.12
Kochi,Chennai,247.2,Road,4946.1,56,Heavy Machinery,1.4,48780.82
Kochi,Delhi,1525.5,Road,1750.8,78,Textiles,4.7,111203.13
Hyderabad,Mumbai,1826.2,Air,3099.2,14,Heavy Machinery,1.9,707587.24
Mumbai,Pune,1903.9,Road,3017.7,62,Textiles,6.4,241480.4
Kolkata,Bengaluru,1924.7,Rail,2991.8,69,Consumer Goods,2.8,134746.9
Pune,Kolkata,1882.4,Sea,4769.3,27,Heavy Machinery,9.5,137273.52
Kolkata,Hyderabad,2291.7,Road,3940.4,47,Textiles,2.4,367539.48
Hyderabad,Delhi,2188.8,Road,93.7,80,Consumer Goods,8.5,10480.81
Hyderabad,Ahmedabad,2304.0,Road,188.1,68,Pharmaceuticals,6.5,19515.65
Hyderabad,Kochi,1369.7,Rail,248.2,87,Automotive Components,3.8,9430.22
Hyderabad,Pune,316.5,Air,1854.8,74,Heavy Machinery,8.1,86687.0
Kochi,Kolkata,1844.9,Road,2226.2,95,Consumer Goods,9.7,186877.01
Kochi,Bengaluru,707.1,Rail,4045.7,17,Automotive Components,2.3,62058.39
Hyderabad,Kolkata,2427.7,Sea,3199.6,27,Automotive Components,8.6,122399.39
Mumbai,Pune,2062.4,Rail,4999.9,51,Textiles,8.3,253561.34
Mumbai,Delhi,2179.6,Rail,3980.5,59,Pharmaceuticals,7.8,215202.4
Chennai,Pune,909.0,Sea,4373.8,59,Textiles,3.4,56409.62
Delhi,Bengaluru,1827.6,Rail,950.8,79,Pharmaceuticals,7.9,44829.26
Chennai,Delhi,1549.4,Sea,3225.1,24,Automotive Components,1.7,70137.3
Bengaluru,Ahmedabad,861.4,Road,787.6,54,Automotive Components,1.9,29327.17
Chennai,Kolkata,2302.4,Rail,3391.1,99,Heavy Machinery,3.8,174278.16
Delhi,Chennai,1607.4,Road,4057.8,13,Automotive Components,3.3,264630.99
Delhi,Visakhapatnam,655.6,Sea,1536.3,14,Textiles,5.3,15842.21
Chennai,Kolkata,958.9,Sea,877.7,70,Textiles,6.1,14024.29
Kolkata,Delhi,751.8,Rail,1225.2,70,Automotive Components,3.7,22337.31
Pune,Kochi,977.9,Road,4064.2,52,Automotive Components,7.3,177112.29
Chennai,Mumbai,648.6,Road,2757.9,96,Pharmaceuticals,1.1,69003.92
Ahmedabad,Delhi,1133.5,Road,2705.5,85,Automotive Components,3.1,122885.71
Kolkata,Delhi,1989.1,Road,2905.0,21,Automotive Components,4.2,240896.21
Bengaluru,Hyderabad,2692.1,Road,2486.9,30,Textiles,4.5,275975.51
Ahmedabad,Pune,707.9,Rail,4323.8,54,Textiles,4.3,71365.65
Kolkata,Pune,944.5,Sea,2561.9,86,Textiles,1.1,33934.52
Hyderabad,Pune,155.7,Rail,3000.0,19,Heavy Machinery,9.4,13396.54
Hyderabad,Pune,747.1,Rail,4900.0,59,Pharmaceuticals,7.9,95135.44
Kochi,Pune,1258.9,Air,2303.8,47,Pharmaceuticals,1.1,352914.63
Kochi,Kolkata,1373.6,Road,976.3,66,Automotive Components,4.2,54946.66
Kolkata,Kochi,855.8,Rail,2836.7,97,Automotive Components,5.0,58116.92
Ahmedabad,Bengaluru,548.4,Road,3537.9,1,Consumer Goods,3.0,80546.5
Visakhapatnam,Hyderabad,1642.1,Rail,669.6,88,Textiles,9.2,28252.82
Chennai,Hyderabad,1234.4,Rail,851.8,52,Pharmaceuticals,7.6,26746.97
Pune,Hyderabad,1279.6,Sea,170.6,21,Consumer Goods,8.8,5122.28
Visakhapatnam,Mumbai,2521.7,Rail,3734.7,60,Heavy Machinery,7.6,235409.76
Ahmedabad,Chennai,1637.8,Road,1050.6,48,Heavy Machinery,4.2,72986.98
Ahmedabad,Kolkata,1179.1,Road,4510.4,74,Textiles,5.3,223027.1
Hyderabad,Ahmedabad,822.5,Rail,2601.4,12,Pharmaceuticals,1.5,46539.35
Kochi,Bengaluru,1285.8,Sea,4778.4,87,Consumer Goods,4.8,85075.55
Kolkata,Ahmedabad,2434.0,Road,1946.1,76,Automotive Components,8.2,198073.34
Visakhapatnam,Mumbai,2707.5,Road,4781.3,80,Textiles,7.7,557183.21
Ahmedabad,Kolkata,1149.7,Sea,4889.2,55,Textiles,8.1,80220.54
Mumbai,Chennai,703.8,Air,693.7,3,Textiles,3.4,66611.21
Bengaluru,Kochi,2573.5,Rail,668.5,66,Automotive Components,1.9,40285.31
Chennai,Bengaluru,532.8,Road,2146.4,6,Textiles,5.1,50725.82
Ahmedabad,Bengaluru,938.1,Road,2098.8,22,Consumer Goods,5.3,82410.09
Visakhapatnam,Bengaluru,691.0,Sea,3267.1,67,Automotive Components,6.6,33941.48
Delhi,Mumbai,1649.4,Rail,607.6,73,Heavy Machinery,1.8,24302.57
Visakhapatnam,Chennai,1232.9,Road,3793.8,21,Heavy Machinery,1.3,182747.84
Hyderabad,Ahmedabad,911.0,Road,1163.4,37,Textiles,7.7,47979.96
Pune,Mumbai,2185.0,Sea,795.6,33,Automotive Components,6.8,27030.21
Ahmedabad,Bengaluru,1909.9,Road,3982.9,1,Consumer Goods,3.0,307751.58
Kolkata,Bengaluru,2788.1,Road,447.5,65,Pharmaceuticals,8.6,56121.52
Chennai,Kolkata,976.8,Air,3572.4,71,Consumer Goods,4.1,473353.49
Chennai,Ahmedabad,2390.0,Air,600.2,37,Automotive Components,5.3,197138.27
Pune,Ahmedabad,951.6,Sea,3713.3,40,Automotive Components,2.1,48129.91
Kochi,Ahmedabad,173.9,Road,3963.2,63,Consumer Goods,9.8,32938.31
Kolkata,Hyderabad,549.9,Road,2944.1,52,Automotive Components,7.5,75238.14
Chennai,Delhi,1497.4,Road,1791.4,76,Textiles,3.2,107038.25
Bengaluru,Hyderabad,2296.5,Road,1219.3,32,Textiles,9.5,124703.98
Kochi,Pune,302.1,Road,4054.1,27,Textiles,4.4,50252.25
Chennai,Kolkata,2354.8,Road,578.6,42,Heavy Machinery,4.8,57746.24
Hyderabad,Delhi,2047.6,Rail,4873.6,52,Automotive Components,2.5,228662.07
Chennai,Mumbai,241.5,Rail,3906.6,29,Textiles,4.8,23148.57
Kolkata,Ahmedabad,431.7,Road,3467.4,46,Automotive Components,9.8,74888.55
Mumbai,Kolkata,350.4,Road,4943.7,66,Pharmaceuticals,4.9,72551.71
Pune,Chennai,1949.3,Rail,3459.2,46,Textiles,7.3,160923.39
Visakhapatnam,Ahmedabad,1636.7,Road,564.6,83,Pharmaceuticals,9.8,40787.84
Kochi,Delhi,1101.0,Road,1646.9,25,Pharmaceuticals,6.6,79658.24
Mumbai,Chennai,384.0,Road,2947.9,99,Pharmaceuticals,3.6,49224.11
Pune,Visakhapatnam,1191.4,Rail,2898.3,65,Heavy Machinery,4.1,79360.99
Mumbai,Delhi,1957.8,Rail,99.8,57,Heavy Machinery,3.1,5989.96
Visakhapatnam,Delhi,397.5,Rail,1336.9,28,Consumer Goods,9.5,15133.1
Hyderabad,Bengaluru,2420.0,Road,3694.7,18,Heavy Machinery,9.0,389343.9
Chennai,Delhi,316.7,Rail,3315.0,63,Heavy Machinery,6.7,27356.84
Mumbai,Visakhapatnam,1761.7,Road,4492.8,18,Heavy Machinery,1.7,287903.43
Hyderabad,Pune,651.2,Rail,4803.0,24,Pharmaceuticals,8.1,80303.68
